0,1.6789,130.02
0,1.6789,130.02
0,1.6789,130.02
0,1.6789,130.02
0,1.6789,130.02
0,1.6789,130.02
0,1.6789,130.02
0,1.6789,130.02
0,1.6789,130.02
0,1.6789,130.02
0,1.6789,130.02
0,1.6789,130.01
0,1.6789,130.01
0,1.6789,130.01
0,1.6789,130.01
0,1.6789,130.01
0,1.6789,130.01
0,1.6789,130.01
0,1.6789,130.01
0,1.6789,130.01
0,1.6789,130.01
0,1.6789,130
0,1.6789,130
0,1.6789,130
0,1.6789,129.99
0,1.6789,129.99
0,1.6789,129.98
0,1.6789,129.98
0,1.6789,129.97
0,1.6789,129.96
0,1.6789,129.95
0,1.6789,129.95
0,1.6789,129.94
0,1.6789,129.92
0,1.6789,129.91
0,1.6789,129.9
0,1.6789,129.89
0,1.6789,129.87
0,1.6789,129.86
0,1.6789,129.84
0,1.6789,129.82
0,1.6789,129.81
0,1.6789,129.79
0,1.6789,129.77
0,1.6789,129.74
0,1.6789,129.72
0,1.6789,129.7
0,1.6789,129.67
0,1.6789,129.65
0,1.6789,129.62
0,1.6789,129.59
0,1.6789,129.56
0,1.6789,129.53
0,1.6789,129.49
0,1.6789,129.46
0,1.6789,129.42
0,1.6789,129.39
0,1.6789,129.35
0,1.6789,129.31
0,1.6789,129.27
0,1.6789,129.23
0,1.6789,129.18
0,1.6789,129.14
0,1.6789,129.09
0,1.6789,129.04
0,1.6789,129
0,1.6789,128.95
0,1.6789,128.89
0,1.6789,128.84
0,1.6789,128.79
0,1.6789,128.73
0,1.6789,128.67
0,1.6789,128.61
0,1.6789,128.56
0,1.6789,128.49
0,1.6789,128.43
0,1.6789,128.37
0,1.6789,128.3
0,1.6789,128.24
0,1.6789,128.17
0,1.6789,128.1
0,1.6789,128.03
0,1.6789,127.96
0,1.6789,127.88
0,1.6789,127.81
0,1.6789,127.73
0,1.6789,127.66
0,1.6789,127.58
0,1.6789,127.5
0,1.6789,127.42
0,1.6789,127.34
0,1.6789,127.25
0,1.6789,127.17
0,1.6789,127.08
0,1.6789,127
0,1.6789,126.91
0,1.6789,126.82
0,1.6789,126.73
0,1.6789,126.64
0,1.6789,126.55
0,1.6789,126.45
0,1.6789,126.36
0,1.6789,126.26
0,1.6789,126.17
0,1.6789,126.07
0,1.6789,125.97
0,1.6789,125.87
0,1.6789,125.77
0,1.6789,125.67
0,1.6789,125.57
0,1.6789,125.46
0,1.6789,125.36
0,1.6789,125.25
0,1.6789,125.14
0,1.6789,125.04
0,1.6789,124.93
0,1.6789,124.82
0,1.6789,124.71
0,1.6789,124.6
0,1.6789,124.49
0,1.6789,124.37
0,1.6789,124.26
0,1.6789,124.15
0,1.6789,124.03
0,1.6789,123.91
0,1.6789,123.8
0,1.6789,123.68
0,1.6789,123.56
0,1.6789,123.44
0,1.6789,123.32
0,1.6789,123.2
0,1.6789,123.08
0,1.6789,122.96
0,1.6789,122.84
0,1.6789,122.72
0,1.6789,122.59
0,1.6789,122.47
0,1.6789,122.34
0,1.6789,122.22
0,1.6789,122.09
0,1.6789,121.97
0,1.6789,121.84
0,1.6789,121.71
0,1.6789,121.59
0,1.6789,121.46
0,1.6789,121.33
0,1.6789,121.2
0,1.6789,121.07
0,1.6789,120.94
0,1.6789,120.81
0,1.6789,120.68
0,1.6789,120.55
0,1.6789,120.41
0,1.6789,120.28
0,1.6789,120.15
0,1.6789,120.02
0,1.6789,119.88
0,1.6789,119.75
0,1.6789,119.62
0,1.6789,119.48
0,1.6789,119.35
0,1.6789,119.21
0,1.6789,119.08
0,1.6789,118.94
0,1.6789,118.81
0,1.6789,118.67
0,1.6789,118.54
0,1.6789,118.4
0,1.6789,118.26
0,1.6789,118.13
0,1.6789,117.99
0,1.6789,117.85
0,1.6789,117.72
0,1.6789,117.58
0,1.6789,117.44
0,1.6789,117.3
0,1.6789,117.17
0,1.6789,117.03
0,1.6789,116.89
0,1.6789,116.75
0,1.6789,116.61
0,1.6789,116.48
0,1.6789,116.34
0,1.6789,116.2
0,1.6789,116.06
0,1.6789,115.92
0,1.6789,115.78
0,1.6789,115.65
0,1.6789,115.51
0,1.6789,115.37
0,1.6789,115.23
0,1.6789,115.09
0,1.6789,114.95
0,1.6789,114.82
0,1.6789,114.68
0,1.6789,114.54
0,1.6789,114.4
0,1.6789,114.26
0,1.6789,114.12
0,1.6789,113.99
0,1.6789,113.85
0,1.6789,113.71
0,1.6789,113.57
0,1.6789,113.43
0,1.6789,113.3
0,1.6789,113.16
0,1.6789,113.02
0,1.6789,112.88
0,1.6789,112.75
0,1.6789,112.61
0,1.6789,112.47
0,1.6789,112.34
0,1.6789,112.2
0,1.6789,112.06
0,1.6789,111.93
0,1.6789,111.79
0,1.6789,111.65
0,1.6789,111.52
0,1.6789,111.38
0,1.6789,111.25
0,1.6789,111.11
0,1.6789,110.98
0,1.6789,110.84
0,1.6789,110.71
0,1.6789,110.57
0,1.6789,110.44
0,1.6789,110.31
0,1.6789,110.17
0,1.6789,110.04
0,1.6789,109.9
0,1.6789,109.77
0,1.6789,109.64
